geo,date,deathTot,deathExp
US - Tennessee,2020-07-12,1627,1359.08851064571
US - Tennessee,2020-07-19,1639,1338.68851064602
US - Tennessee,2020-07-26,1714,1355.68851064593
US - Tennessee,2020-08-02,1705,1372.08851064576
US - Tennessee,2020-08-09,1708,1342.68851064596
US - Tennessee,2020-08-16,1660,1321.0885106458
US - Tennessee,2020-08-23,1673,1336.68851064609
US - Texas,2020-01-05,4324,4490.39503546846
US - Texas,2020-01-12,4561,4541.06170213553
US - Texas,2020-01-19,4250,4384.72836880239
US - Texas,2020-01-26,4125,4272.39503546927
US - Texas,2020-02-02,4172,4272.06170213608
US - Texas,2020-02-09,4318,4306.39503546779
US - Texas,2020-02-16,4339,4266.56170213536
US - Texas,2020-02-23,4213,4195.56170213584
US - Texas,2020-03-01,4144,4170.22836880107
US - Texas,2020-03-08,4168,4221.27404256051
US - Texas,2020-03-15,4165,4130.27404256108
US - Texas,2020-03-22,4246,4073.47404256099
US - Texas,2020-03-29,4275,4000.87404256076
US - Texas,2020-04-05,4199,3950.07404256125
US - Texas,2020-04-12,4287,3970.07404256089
US - Texas,2020-04-19,4313,3898.27404256005
US - Texas,2020-04-26,4475,3916.67404256047
US - Texas,2020-05-03,4275,3922.07404256092
US - Texas,2020-05-10,4294,3842.47404256033
US - Texas,2020-05-17,4289,3855.27404256056
US - Texas,2020-05-24,4267,3834.87404256027
US - Texas,2020-05-31,4161,3820.47404256056
US - Texas,2020-06-07,4244,3872.27404256074
US - Texas,2020-06-14,4405,3822.67404256066
US - Texas,2020-06-21,4511,3816.0740425608
US - Texas,2020-06-28,4560,3794.0740425603
US - Texas,2020-07-05,5022,3789.47404256066
US - Texas,2020-07-12,5727,3773.27404256049
US - Texas,2020-07-19,6195,3748.47404256077
US - Texas,2020-07-26,6243,3797.27404256067
US - Texas,2020-08-02,5850,3840.87404256053
US - Texas,2020-08-09,5560,3767.67404256071
US - Texas,2020-08-16,5571,3770.87404256057
US - Texas,2020-08-23,4724,3805.67404256088
US - Utah,2020-01-05,392,421.380851071081
US - Utah,2020-01-12,438,393.214184404885
US - Utah,2020-01-19,409,375.047517738352
US - Utah,2020-01-26,390,393.547517738578
US - Utah,2020-02-02,362,370.880851072044
US - Utah,2020-02-09,312,373.714184403795
US - Utah,2020-02-16,412,383.880851071343
US - Utah,2020-02-23,366,385.714184405175
US - Utah,2020-03-01,395,387.547517737105
US - Utah,2020-03-08,403,391.657021283696
US - Utah,2020-03-15,405,374.257021284282
US - Utah,2020-03-22,410,383.057021284176
US - Utah,2020-03-29,397,359.057021284004
US - Utah,2020-04-05,411,371.457021284475
US - Utah,2020-04-12,383,373.857021284103
US - Utah,2020-04-19,390,379.257021283264
US - Utah,2020-04-26,407,346.657021283681
US - Utah,2020-05-03,382,358.057021284128
US - Utah,2020-05-10,374,364.057021283572
US - Utah,2020-05-17,406,357.457021283803
US - Utah,2020-05-24,377,372.257021283446
US - Utah,2020-05-31,393,367.057021283788
US - Utah,2020-06-07,405,358.457021283954
US - Utah,2020-06-14,390,349.257021283865
US - Utah,2020-06-21,404,360.857021283987
US - Utah,2020-06-28,386,356.257021283528
US - Utah,2020-07-05,442,345.857021283877
US - Utah,2020-07-12,410,348.257021283661
US - Utah,2020-07-19,437,358.857021283966
US - Utah,2020-07-26,441,341.657021283902
US - Utah,2020-08-02,441,352.457021283706
US - Utah,2020-08-09,459,341.457021283909
US - Utah,2020-08-16,455,336.657021283754
US - Utah,2020-08-23,430,360.057021284036
US - Vermont,2020-01-05,109,119.071631213072
US - Vermont,2020-01-12,111,123.404964546882
US - Vermont,2020-01-19,134,123.571631213678
US - Vermont,2020-01-26,119,126.071631213901
US - Vermont,2020-02-09,112,121.404964545789
US - Vermont,2020-02-16,126,119.40496454667
US - Vermont,2020-02-23,107,117.404964547169
US - Vermont,2020-03-01,146,114.404964545763
US - Vermont,2020-03-08,115,132.885957454042
US - Vermont,2020-03-15,162,121.285957454632
US - Vermont,2020-03-22,135,122.285957454525
US - Vermont,2020-03-29,108,115.485957454356
US - Vermont,2020-04-05,133,112.685957454827
US - Vermont,2020-04-12,129,124.685957454452
US - Vermont,2020-04-19,147,117.885957453619
US - Vermont,2020-04-26,123,119.485957454029
US - Vermont,2020-05-03,111,113.085957454478
US - Vermont,2020-05-10,124,104.885957453924
US - Vermont,2020-05-17,117,101.685957454155
US - Vermont,2020-05-24,105,110.285957453795
US - Vermont,2020-05-31,134,110.88595745414
US - Vermont,2020-06-07,118,110.085957454304
US - Vermont,2020-06-14,105,109.685957454217
US - Vermont,2020-06-21,92,104.885957454333
US - Vermont,2020-06-28,138,97.6859574538813
US - Vermont,2020-07-05,102,112.285957454228
US - Vermont,2020-07-12,131,101.68595745401
US - Vermont,2020-07-19,102,104.085957454315
US - Vermont,2020-07-26,118,99.885957454252
US - Vermont,2020-08-02,106,107.485957454055
US - Vermont,2020-08-09,123,99.4859574542576
US - Vermont,2020-08-16,108,104.4859574541
US - Vermont,2020-08-23,120,97.6859574543822
US - Virginia,2020-01-05,1438,1508.49716312777
US - Virginia,2020-01-12,1562,1540.66382979489
US - Virginia,2020-01-19,1464,1496.66382979503
US - Virginia,2020-01-26,1458,1462.33049646193
US - Virginia,2020-02-02,1478,1473.99716312873
US - Virginia,2020-02-09,1524,1490.99716312713
US - Virginia,2020-02-16,1376,1455.33049646136
US - Virginia,2020-02-23,1443,1472.66382979519
US - Virginia,2020-03-01,1386,1459.16382979378
US - Virginia,2020-03-08,1479,1457.59659575173
US - Virginia,2020-03-15,1435,1411.19659575231
US - Virginia,2020-03-22,1453,1434.59659575221
US - Virginia,2020-03-29,1521,1405.19659575202
US - Virginia,2020-04-05,1472,1406.19659575251
US - Virginia,2020-04-12,1624,1389.59659575213
US - Virginia,2020-04-19,1604,1368.19659575129
US - Virginia,2020-04-26,1635,1332.59659575171
US - Virginia,2020-05-03,1672,1370.99659575216
US - Virginia,2020-05-10,1595,1332.79659575159
US - Virginia,2020-05-17,1570,1312.99659575182
US - Virginia,2020-05-24,1467,1309.99659575148
US - Virginia,2020-05-31,1447,1317.19659575181
US - Virginia,2020-06-07,1412,1308.79659575198
US - Virginia,2020-06-14,1425,1312.19659575189
US - Virginia,2020-06-21,1295,1301.19659575202
US - Virginia,2020-06-28,1461,1293.39659575155
US - Virginia,2020-07-05,1398,1300.9965957519
US - Virginia,2020-07-12,1493,1306.59659575169
US - Virginia,2020-07-19,1401,1283.596595752
US - Virginia,2020-07-26,1482,1287.19659575192
US - Virginia,2020-08-02,1492,1291.19659575174
US - Virginia,2020-08-09,1540,1315.99659575194
US - Virginia,2020-08-16,1468,1301.79659575178
US - Virginia,2020-08-23,1460,1286.59659575208
US - Washington,2020-01-05,1184,1255.68510639017
US - Washington,2020-01-12,1244,1283.51843972397
US - Washington,2020-01-19,1221,1256.68510639077
US - Washington,2020-01-26,1193,1216.85177305767
US - Washington,2020-02-02,1198,1201.8517730578
US - Washington,2020-02-09,1178,1197.68510638954
US - Washington,2020-02-16,1179,1212.68510639043
US - Washington,2020-02-23,1115,1178.68510639093
US - Washington,2020-03-01,1134,1186.51843972285
US - Washington,2020-03-08,1208,1194.02212766661
US - Washington,2020-03-15,1165,1180.0221276672
US - Washington,2020-03-22,1223,1218.02212766709
US - Washington,2020-03-29,1305,1146.42212766691
US - Washington,2020-04-05,1318,1156.82212766739
US - Washington,2020-04-12,1317,1139.42212766701
US - Washington,2020-04-19,1261,1135.02212766618
US - Washington,2020-04-26,1242,1076.8221276666
US - Washington,2020-05-03,1166,1142.22212766704
US - Washington,2020-05-10,1222,1120.02212766648
US - Washington,2020-05-17,1148,1113.42212766671
US - Washington,2020-05-24,1123,1051.62212766637
US - Washington,2020-05-31,1063,1087.8221276667
US - Washington,2020-06-07,1062,1082.22212766687
US - Washington,2020-06-14,1105,1069.42212766678
US - Washington,2020-06-21,1138,1059.0221276669
US - Washington,2020-06-28,1093,1075.42212766644
US - Washington,2020-07-05,1135,1087.62212766679
US - Washington,2020-07-12,1171,1081.82212766658
US - Washington,2020-07-19,1190,1061.62212766688
US - Washington,2020-07-26,1197,1062.42212766681
US - Washington,2020-08-02,1249,1049.82212766663
US - Washington,2020-08-09,1246,1049.42212766683
US - Washington,2020-08-16,1184,1063.82212766667
US - Washington,2020-08-23,1208,1041.42212766696
US - West Virginia,2020-01-05,474,517.042553198724
US - West Virginia,2020-01-12,494,516.042553199193
US - West Virginia,2020-01-19,520,524.875886532657
US - West Virginia,2020-01-26,440,479.209219866213
US - West Virginia,2020-02-02,481,497.209219866352
US - West Virginia,2020-02-09,482,479.5425531981
US - West Virginia,2020-02-16,475,491.209219865655
US - West Virginia,2020-02-23,468,467.37588653281
US - West Virginia,2020-03-01,458,466.209219864741
US - West Virginia,2020-03-08,482,472.451063836853
US - West Virginia,2020-03-15,474,474.851063837437
US - West Virginia,2020-03-22,470,475.251063837335
US - West Virginia,2020-03-29,494,480.651063837164
US - West Virginia,2020-04-05,467,475.051063837632
US - West Virginia,2020-04-12,522,475.251063837261
US - West Virginia,2020-04-19,417,449.051063836427
US - West Virginia,2020-04-26,459,447.251063836841
US - West Virginia,2020-05-03,477,447.851063837286
US - West Virginia,2020-05-10,449,432.851063836733
US - West Virginia,2020-05-17,476,430.651063836963
US - West Virginia,2020-05-24,440,423.051063836602
US - West Virginia,2020-05-31,413,441.051063836946
US - West Virginia,2020-06-07,406,435.451063837112
US - West Virginia,2020-06-14,459,428.251063837029
US - West Virginia,2020-06-21,422,432.45106383715
US - West Virginia,2020-06-28,471,424.45106383669
US - West Virginia,2020-07-05,432,435.251063837038
US - West Virginia,2020-07-12,437,420.251063836817
US - West Virginia,2020-07-19,435,411.251063837129
US - West Virginia,2020-07-26,511,429.45106383706
US - West Virginia,2020-08-02,471,413.051063836862
US - West Virginia,2020-08-09,540,410.851063837071
US - West Virginia,2020-08-16,432,428.051063836916
US - Wisconsin,2020-01-05,1118,1216.54680851778
US - Wisconsin,2020-01-12,1060,1184.04680851823
US - Wisconsin,2020-01-19,1133,1194.88014185171
US - Wisconsin,2020-01-26,1086,1175.21347518528
US - Wisconsin,2020-02-02,1176,1176.38014185207
US - Wisconsin,2020-02-09,1054,1140.54680851714
US - Wisconsin,2020-02-16,1125,1132.04680851804
US - Wisconsin,2020-02-23,1161,1040.88014185187
US - Wisconsin,2020-03-01,1136,1032.21347518379
US - Wisconsin,2020-03-08,1116,1089.65617021977
US - Wisconsin,2020-03-15,1105,1123.65617022034
US - Wisconsin,2020-03-22,1113,1143.85617022023
US - Wisconsin,2020-03-29,1153,1102.05617022005
US - Wisconsin,2020-04-05,1228,1115.25617022053
US - Wisconsin,2020-04-12,1177,1150.25617022016
US - Wisconsin,2020-04-19,1157,1102.85617021931
US - Wisconsin,2020-04-26,1032,1089.25617021974
US - Wisconsin,2020-05-03,1169,1090.65617022018
US - Wisconsin,2020-05-10,1085,1083.05617021962
US - Wisconsin,2020-05-17,1028,1066.25617021984
US - Wisconsin,2020-05-24,1082,1058.85617021952
US - Wisconsin,2020-05-31,1145,1042.65617021984
US - Wisconsin,2020-06-07,1049,1021.25617022001
US - Wisconsin,2020-06-14,1031,1014.85617021992
US - Wisconsin,2020-06-21,1091,1023.65617022005
US - Wisconsin,2020-06-28,1039,1051.05617021957
US - Wisconsin,2020-07-05,1072,1022.25617021993
US - Wisconsin,2020-07-12,1054,1048.85617021973
US - Wisconsin,2020-07-19,1044,1012.25617022003
US - Wisconsin,2020-07-26,1109,957.056170219951
US - Wisconsin,2020-08-02,1066,910.656170219776
US - Wisconsin,2020-08-09,1106,1030.45617021997
US - Wisconsin,2020-08-16,1131,1030.65617021981
US - Wisconsin,2020-08-23,1062,1008.65617022011
US - Wyoming,2020-01-05,144,114.325531922146
US - Wyoming,2020-01-19,103,105.992198589414
US - Wyoming,2020-01-26,96,101.658865256299
US - Wyoming,2020-02-02,94,104.15886525644
US - Wyoming,2020-02-09,97,101.992198588189
US - Wyoming,2020-02-23,101,106.325531922904
US - Wyoming,2020-03-01,100,103.825531921498
US - Wyoming,2020-03-22,117,107.390638305438
US - Wyoming,2020-03-29,90,100.59063830527
US - Wyoming,2020-04-05,126,102.59063830574
US - Wyoming,2020-04-12,104,97.9906383053718
US - Wyoming,2020-04-19,91,102.190638304536
US - Wyoming,2020-04-26,100,86.5906383049484
US - Wyoming,2020-05-10,85,97.19063830484
US - Wyoming,2020-05-17,103,99.3906383050679
US - Wyoming,2020-05-24,98,95.3906383047174
US - Wyoming,2020-05-31,86,96.7906383050551
US - Wyoming,2020-06-07,107,92.9906383052152
US - Wyoming,2020-06-14,97,91.7906383051362
US - Wyoming,2020-06-21,95,93.1906383052562
US - Wyoming,2020-06-28,91,95.5906383047984
US - Wyoming,2020-07-05,104,97.3906383051437
US - Wyoming,2020-07-12,106,92.390638304921
US - Wyoming,2020-07-19,103,94.7906383052363
US - Wyoming,2020-07-26,96,91.7906383051676
US - Wyoming,2020-08-02,93,93.9906383049665
US - Wyoming,2020-08-09,109,90.590638305181
US - Wyoming,2020-08-16,108,90.7906383050178
US - Wyoming,2020-08-23,98,89.9906383053
US - New York,2020-01-05,3319,3418.38652482979
US - New York,2020-01-12,3229,3395.38652483023
US - New York,2020-01-19,3297,3324.21985816372
US - New York,2020-01-26,3205,3365.55319149728
US - New York,2020-02-02,3199,3284.55319149741
US - New York,2020-02-09,3228,3306.21985816248
US - New York,2020-02-16,3119,3235.55319149671
US - New York,2020-02-23,3128,3216.05319149719
US - New York,2020-03-01,3271,3245.71985816246
US - New York,2020-03-08,3183,3248.26382979418
US - New York,2020-03-15,3117,3147.06382979476
US - New York,2020-03-22,3532,3131.26382979465
US - New York,2020-03-29,5378,3102.06382979444
US - New York,2020-04-05,10124,3072.06382979494
US - New York,2020-04-12,12601,3123.46382979458
US - New York,2020-04-19,10429,3028.86382979371
US - New York,2020-04-26,7836,2961.46382979414
US - New York,2020-05-03,6011,2956.46382979457
US - New York,2020-05-10,4879,2870.26382979403
US - New York,2020-05-17,4133,2885.66382979426
US - New York,2020-05-24,3573,2941.86382979391
US - New York,2020-05-31,3296,2777.66382979425
US - New York,2020-06-07,3103,2834.46382979445
US - New York,2020-06-14,3014,2861.46382979434
US - New York,2020-06-21,2902,2848.46382979443
US - New York,2020-06-28,3018,2816.26382979398
US - New York,2020-07-05,2878,2879.66382979434
US - New York,2020-07-12,2924,2798.86382979413
US - New York,2020-07-19,2826,2824.26382979442
US - New York,2020-07-26,2862,2804.46382979435
US - New York,2020-08-02,2886,2805.66382979417
US - New York,2020-08-09,2864,2802.66382979438
US - New York,2020-08-16,2848,2838.46382979422
US - New York,2020-08-23,2889,2767.86382979449
